step,episode_reward
193,0.0
414,0.0
1031,10.0
1862,0.0
2862,0.0
3565,0.0
4007,0.0
4193,10.0
5193,0.0
5459,0.0
5946,10.0
6202,10.0
6596,0.0
6708,0.0
7402,10.0
7451,0.0
8047,0.0
9047,0.0
9498,10.0
10239,0.0
10417,0.0
10478,0.0
