step,episode_reward
999,0.0
1124,0.0
1490,0.0
2048,10.0
2446,10.0
2991,0.0
3162,0.0
3678,0.0
4678,0.0
5656,0.0
6635,10.0
7047,0.0
7835,10.0
8312,10.0
8618,0.0
9618,0.0
9697,10.0
10388,10.0
10479,10.0
10677,0.0
10895,10.0
11402,10.0
12356,0.0
13183,10.0
14183,0.0
14362,0.0
15212,10.0
16056,0.0
16443,10.0
16627,0.0
17033,10.0
18033,0.0
