step,loss
64,0.002500559203326702
68,0.001788219204172492
72,0.001442930195480585
76,0.0013324632309377193
80,0.0009059690637513995
84,0.000507139484398067
88,0.0003625880926847458
92,0.0002858636435121298
96,0.000221175083424896
100,0.00022344176250044256
104,0.0002117483818437904
108,0.0002463198616169393
112,0.0001721779117360711
116,0.0001508152490714565
120,9.62481863098219e-05
124,7.26975777070038e-05
128,5.9159185184398666e-05
132,5.590148066403344e-05
136,7.624458521604538e-05
140,9.51704423641786e-05
144,0.00010633388592395931
148,0.00011004014231730253
152,8.92720854608342e-05
156,8.914931095205247e-05
160,7.704320159973577e-05
164,7.645657024113461e-05
168,4.582837573252618e-05
172,4.205695950076915e-05
176,3.7100013287272304e-05
180,5.6225486332550645e-05
184,4.712328882305883e-05
188,4.336483107181266e-05
192,3.7888930819462985e-05
196,4.320005245972425e-05
200,3.608865517890081e-05
204,5.365206015994772e-05
208,3.31023802573327e-05
212,3.519632446113974e-05
216,2.513157596695237e-05
220,3.6328983696876094e-05
224,2.1453875888255425e-05
228,2.360824692004826e-05
232,2.6663938115234487e-05
236,2.2230224203667603e-05
240,2.276843588333577e-05
244,2.173136090277694e-05
248,1.8733540855464526e-05
252,1.4317961358756293e-05
256,1.6107534975162707e-05
260,1.7715348803903908e-05
264,1.4086810551816598e-05
268,1.4443752661463805e-05
272,2.0829531422350556e-05
276,1.6267567843897268e-05
280,1.3661082448379602e-05
284,9.596518793841824e-06
288,9.372648491989821e-06
292,9.030582987179514e-06
296,9.029718057718128e-06
300,8.158477612596471e-06
304,1.3652701454702765e-05
308,1.1503346286190208e-05
312,1.098485245165648e-05
316,1.5705289115430787e-05
320,8.956456440500915e-06
324,1.3308525922184344e-05
328,2.176575617340859e-05
332,1.5001000065240078e-05
336,2.5983481464209035e-05
340,1.7275991922360845e-05
344,1.571165194036439e-05
348,1.1355660717526916e-05
352,1.0699955964810215e-05
356,1.2337311090959702e-05
360,1.160654574050568e-05
364,1.3293146366777364e-05
368,1.621032424736768e-05
372,9.547487934469245e-06
376,5.32173908140976e-06
380,5.874925136595266e-06
384,7.347264727286529e-06
388,8.434774827037472e-06
392,5.660685928887688e-06
396,7.843103958293796e-06
400,1.0798743460327387e-05
404,6.552630111400504e-06
408,6.4642977122275624e-06
412,6.82468726154184e-06
416,5.738155323342653e-06
420,7.71944451116724e-06
424,7.3204864747822285e-06
428,6.244794349186122e-06
432,5.811366918351268e-06
436,5.538079221878434e-06
440,4.817205081053544e-06
444,5.051654170529218e-06
448,4.378785888548009e-06
452,5.173264071345329e-06
456,6.0962365751038305e-06
460,6.777399448765209e-06
464,3.7860663724131882e-06
468,4.858699867327232e-06
472,3.881053089571651e-06
476,4.889118827122729e-06
480,4.2306955947424285e-06
484,3.6827568692388013e-06
488,4.032818196719745e-06
492,2.591102429505554e-06
496,3.4276224596396787e-06
500,3.1051833957462804e-06
504,2.3460015654563904e-06
508,2.8230374482518528e-06
512,3.0772289392189123e-06
516,2.923257852671668e-06
520,3.970137186115608e-06
524,2.982316345878644e-06
528,3.4910690374090336e-06
532,3.950720383727457e-06
536,2.4219959868787555e-06
540,2.9189807264629053e-06
544,4.6107561502140015e-06
548,2.2929959868633887e-06
552,2.659837946339394e-06
556,1.8468035705154762e-06
560,2.1278294752846705e-06
564,1.952865659404779e-06
568,1.449177375434374e-06
572,2.0293564375606366e-06
576,2.8533904696814716e-06
580,2.4635096451675054e-06
584,2.9953785087855067e-06
588,2.056632865787833e-06
592,1.959958353836555e-06
596,1.5987673123163404e-06
600,2.7124453936266946e-06
604,2.3221286937769037e-06
608,1.6957646948867477e-06
612,2.1053506316093262e-06
616,2.3447237254003994e-06
620,2.5587130494386656e-06
624,1.6357020058421767e-06
628,2.023487013502745e-06
632,2.0650154510803986e-06
636,1.7250340533792041e-06
640,1.3664840707861003e-06
644,2.4668227069923887e-06
648,2.3931520445330534e-06
652,1.708502395558753e-06
656,1.4473464489128673e-06
660,3.5308983115101e-06
664,1.543192865938181e-06
668,1.8664970866666408e-06
672,3.4098543437721673e-06
676,1.6190845144592458e-06
680,2.6501566026126966e-06
684,2.373963525315048e-06
688,1.82883161414793e-06
692,1.8175516061091912e-06
696,1.6658009371894877e-06
700,2.2796134544478264e-06
704,2.8028157430526335e-06
708,2.608276190585457e-06
712,2.4122916784108384e-06
716,2.627206185934483e-06
720,1.7458391994296107e-06
724,2.219871021225117e-06
728,1.7910637097884319e-06
732,2.2514909687743057e-06
736,2.1702630874642637e-06
740,2.3149407297751168e-06
744,2.6136322048841976e-06
748,1.864295882114675e-06
752,1.8227256077807397e-06
756,2.233750819868874e-06
760,1.6082555021057487e-06
764,2.4940854927990586e-06
768,2.2642329895461444e-06
772,2.4319638214365114e-06
776,1.3642362546306686e-06
780,2.5180265765811782e-06
784,1.5437136653417838e-06
788,1.8903492673416622e-06
792,2.3949010028445628e-06
796,2.0393049453559797e-06
800,2.5100953280343674e-06
804,1.961542466233368e-06
808,1.4781912796024699e-06
812,1.7810651797844912e-06
816,1.3619995797853335e-06
820,1.2638578255064203e-06
824,1.0642728511811583e-06
828,2.1923235635767924e-06
832,1.5488335520785768e-06
836,1.1219259477002197e-06
840,1.000969746201008e-06
844,1.5356366702690138e-06
848,1.4823654055362567e-06
852,1.5398990171888727e-06
856,1.222529363076319e-06
860,1.187973339256132e-06
864,1.2548709946713643e-06
868,1.232930799233145e-06
872,1.7128921854236978e-06
876,2.0791230781469494e-06
880,1.00221211596363e-06
884,1.0993204568876536e-06
888,1.431201212653832e-06
892,1.880062200143584e-06
896,9.549111155138235e-07
900,1.464733031752985e-06
904,2.043100721493829e-06
908,1.0627371693772147e-06
912,1.1228629546167213e-06
916,1.3357609986996977e-06
920,1.437368609913392e-06
924,1.5579294085910078e-06
928,1.0294534149579704e-06
932,9.684894166639424e-07
936,1.5970656477293232e-06
940,1.2548770200737636e-06
944,1.257738404092379e-06
948,1.686641780906939e-06
952,9.85300971478864e-07
956,1.1965051953666261e-06
960,1.5750179045426194e-06
964,1.445898874408158e-06
968,1.19172477752727e-06
972,1.4387489954970079e-06
976,1.6875043229447328e-06
980,2.5585322873666883e-06
984,3.799799969783635e-06
988,1.4529628060699906e-06
992,2.59739226748934e-06
996,4.672735940403072e-06
1000,2.7472762667457573e-05
1004,7.458336767740548e-06
1008,5.18779233971145e-06
1012,4.797633209818741e-06
1016,4.1482062442810275e-06
