step,loss
64,0.001541180768981576
68,0.0008804912213236094
72,0.0005277305608615279
76,0.00024568219669163227
80,0.00010015654697781429
84,8.286475349450484e-05
88,0.00010893153375945985
92,0.00010701916471589357
96,0.00013264879817143083
100,0.00010374121484346688
104,8.680408063810319e-05
108,7.677744724787772e-05
112,5.981337744742632e-05
116,4.23466190113686e-05
120,3.43671090377029e-05
124,2.8695618311758153e-05
128,4.857515523326583e-05
132,3.254791590734385e-05
136,4.094697942491621e-05
140,2.3973560018930584e-05
144,2.038254933722783e-05
148,2.0054589185747318e-05
152,1.4130008821666706e-05
156,1.5558951417915523e-05
160,1.6742767911637202e-05
164,1.6456941011711024e-05
168,1.014960253087338e-05
172,8.269224053947255e-06
176,1.0154206393053755e-05
180,7.1762829065846745e-06
184,9.977666195482016e-06
188,9.106454854190815e-06
192,9.594559742254205e-06
196,9.60182114795316e-06
200,4.753595931106247e-06
204,6.007329375279369e-06
208,3.158701929351082e-06
212,3.9986998672247864e-06
216,3.3779315344872884e-06
220,5.035184585722163e-06
224,5.489483555720653e-06
228,4.887471277470468e-06
232,5.506887191586429e-06
236,3.671731064969208e-06
240,3.042349590032245e-06
244,2.479834847690654e-06
248,2.2461440494225826e-06
252,2.1991970697854413e-06
256,3.2605507840344217e-06
260,4.064243057655403e-06
264,3.1913862130750204e-06
268,2.7157566364621744e-06
272,2.8019876481266692e-06
276,2.0729935386043508e-06
280,2.1503385596588487e-06
284,2.1464729798026383e-06
288,2.634455768202315e-06
292,3.247141876272508e-06
296,2.1301470951584633e-06
300,1.3285780369187705e-06
304,1.481599610997364e-06
308,1.905205408547772e-06
312,1.684764811216155e-06
316,2.0731235963467043e-06
320,2.7415733256930253e-06
324,1.48401886690408e-06
328,1.779520744094043e-06
332,2.129433823938598e-06
336,1.1882875696755946e-06
340,2.6373832042736467e-06
344,2.056140374406823e-06
348,3.0938290365156718e-06
352,1.703934685792774e-06
356,1.8340635961067164e-06
360,2.048876012850087e-06
364,2.6054485715576448e-06
368,2.4266719265142456e-06
372,1.9962481019319966e-06
376,2.2870538032293553e-06
380,1.9069321979259257e-06
384,2.503596078895498e-06
388,2.3321995286096353e-06
392,2.5982537863455946e-06
396,2.09138897844241e-06
400,2.1913490400038427e-06
404,2.398956212346093e-06
408,2.2060573883209145e-06
412,1.8188528656537528e-06
416,2.2416666070057545e-06
420,2.7046310151490616e-06
424,2.0284433048800565e-06
428,3.5488992580212653e-06
432,2.9658008315891493e-06
436,3.2884984193515265e-06
440,1.7003778793878155e-06
444,1.2268619684618898e-05
448,2.43133717958699e-06
452,1.72614509210689e-05
456,3.975262006861158e-05
460,5.5028460337780416e-05
464,8.61848093336448e-06
468,4.4242231524549425e-05
472,1.9266972230980173e-05
476,1.4619705325458199e-05
480,1.0666430171113461e-05
484,4.1267478081863374e-05
488,8.801385774859227e-06
492,1.2493295798776671e-05
496,1.7339807527605444e-05
500,1.4464119885815307e-05
504,5.6019311159616336e-05
508,1.1868520232383162e-05
512,5.293249341775663e-05
516,1.3185407624405343e-05
520,1.5922703823889606e-05
524,1.3735091670241673e-05
528,7.5082393777847756e-06
532,5.99115037402953e-06
536,6.406984539353289e-06
540,7.243299478432164e-06
544,9.694525033410173e-06
548,6.182714514579857e-06
552,1.0013675819209311e-05
556,7.020356406428618e-06
560,4.663324580178596e-05
564,5.8420555433258414e-06
568,5.957269422651734e-06
572,6.379807473422261e-06
576,9.895873517962173e-06
580,8.097201316559222e-06
584,6.073501026548911e-06
588,4.84487372887088e-06
592,5.292626156006008e-06
596,5.935566605330678e-06
600,3.147674760839436e-06
604,3.244655545131536e-06
608,2.8918052521476056e-06
612,3.3679718853818486e-06
616,4.783553595189005e-05
620,3.5600210139818955e-06
624,3.84424538424355e-06
628,4.184940735285636e-06
632,3.6760793591383845e-05
636,9.796332051337231e-06
640,8.067901944741607e-06
644,3.600293712224811e-05
648,5.1981160140712745e-06
652,3.7939607864245772e-06
656,4.215278295305325e-06
660,8.212512511818204e-06
664,5.849133685842389e-06
668,5.108439836476464e-06
672,4.118620836379705e-06
676,4.320324023865396e-06
680,5.600591066468041e-06
684,2.987065045090276e-06
688,4.279981294530444e-05
692,4.892055585514754e-06
696,7.3158521445293445e-06
700,3.607364124036394e-05
704,3.569205364328809e-05
708,9.537612640997395e-06
712,7.95361484051682e-06
716,5.971845439489698e-06
720,3.4832781238947064e-05
724,9.353309906146023e-06
728,7.146808457036968e-06
732,1.8322980395168997e-05
736,8.19026718090754e-06
740,2.955163381557213e-06
744,4.5869128371123224e-06
748,1.3623496670334134e-05
752,6.236439276108285e-06
756,6.4600999394315295e-06
760,5.923331627855077e-06
